> GMT_XY
251.863 -45.7094
251.81 -45.6667
251.74 -45.6247
251.705 -45.5814
251.676 -45.5045
251.667 -45.4826
251.606 -45.4291
251.613 -45.3955
251.587 -45.3742
251.543 -45.3423
251.55 -45.3087
251.461 -45.2117
251.451 -45.1453
251.423 -45.0906
251.37 -45.0479
251.292 -44.9951
251.256 -44.9407
251.194 -44.8873
251.158 -44.8329
251.121 -44.7452
251.075 -44.6466
251.064 -44.5913
251.054 -44.5472
251.019 -44.515
250.949 -44.4507
250.834 -44.3546
250.781 -44.3009
250.745 -44.2465
250.726 -44.1915
250.7 -44.1591
250.657 -44.1495
250.638 -44.1167
250.611 -44.062
250.583 -44.0074
250.565 -43.9746
250.539 -43.9644
250.487 -43.944
250.461 -43.9227
250.373 -43.8479
250.294 -43.7728
250.241 -43.7301
250.189 -43.6986
250.145 -43.6557
250.083 -43.6022
250.049 -43.5812
249.97 -43.5172
249.872 -43.3982
249.862 -43.354
249.852 -43.3321
249.817 -43.3111
249.798 -43.2561
249.787 -43.1786
249.743 -43.1356
249.724 -43.0917
249.613 -43.0623
249.541 -42.9758
249.506 -42.9437
249.454 -42.9121
249.411 -42.9025
249.35 -42.8491
249.288 -42.7956
249.183 -42.7214
249.07 -42.6475
249.026 -42.6045
248.981 -42.5393
248.919 -42.4858
248.841 -42.433
248.797 -42.4011
248.752 -42.347
248.691 -42.2936
248.647 -42.2506
248.561 -42.2314
248.492 -42.2004
248.423 -42.1695
248.353 -42.1274
248.3 -42.0848
248.223 -42.0764
248.144 -42.0124
248.066 -41.9484
247.986 -41.8732
247.968 -41.8294
247.889 -41.7654
247.836 -41.7227
247.825 -41.6452
247.781 -41.6022
247.71 -41.5268
247.641 -41.5069
247.605 -41.4526
247.545 -41.4324
247.494 -41.4342
247.348 -41.3949
247.209 -41.3218
247.053 -41.2383
246.879 -41.1442
246.844 -41.1232
246.81 -41.1133
246.74 -41.0601
246.712 -41.0054
246.693 -40.9393
246.649 -40.8963
246.57 -40.8323
246.498 -40.7346
246.443 -40.603
246.407 -40.5486
246.397 -40.5155
246.318 -40.4515
246.266 -40.42
246.262 -40.2976
246.174 -40.2339
246.061 -40.1489
245.947 -40.0638
245.876 -39.9772
245.795 -39.8687
245.793 -39.7909
245.749 -39.759
245.723 -39.5039
245.763 -39.4246
245.77 -39.3909
245.843 -39.2993
245.927 -39.2518
245.917 -39.2188
245.906 -39.1412
245.938 -39.0956
245.937 -39.0622
245.886 -39.0529
245.893 -39.0192
245.859 -39.0204
245.771 -38.9456
245.728 -38.9137
245.668 -38.9047
245.624 -38.8728
245.623 -38.8395
245.605 -38.8067
245.579 -38.7965
245.519 -38.7875
245.441 -38.7346
245.388 -38.6919
245.326 -38.6161
245.29 -38.5728
245.282 -38.5731
245.28 -38.5287
245.262 -38.507
245.202 -38.498
245.168 -38.477
245.124 -38.4451
245.08 -38.4132
245.054 -38.3919
245.011 -38.3711
244.968 -38.3615
244.941 -38.329
244.906 -38.308
244.879 -38.2644
244.828 -38.244
244.784 -38.2232
244.75 -38.2022
244.679 -38.1267
244.582 -38.041
244.486 -37.9665
244.355 -37.882
244.285 -37.8176
244.26 -37.8296
244.154 -37.7109
244.093 -37.6796
244.024 -37.6486
243.933 -37.4959
243.875 -37.5202
243.796 -37.4673
243.709 -37.4147
243.613 -37.3512
243.544 -37.3203
243.404 -37.2027
243.324 -37.1053
243.313 -37.0389
243.236 -37.0193
243.139 -36.9336
243.095 -36.8683
243.093 -36.8239
243.057 -36.7806
243.056 -36.7361
243.021 -36.7039
242.95 -36.6174
242.915 -36.5963
242.905 -36.5632
242.852 -36.4872
242.839 -36.3763
242.804 -36.333
242.727 -36.3245
242.726 -36.3023
242.683 -36.2815
242.664 -36.2376
242.627 -36.1499
242.643 -36.1048
242.641 -36.0714
242.616 -36.0612
242.605 -36.0059
242.553 -35.9855
242.544 -35.9524
242.492 -35.943
242.449 -35.9112
242.406 -35.9126
242.38 -35.8913
242.337 -35.8816
242.328 -35.8708
242.268 -35.8506
242.216 -35.819
242.19 -35.8199
242.146 -35.7658
242.136 -35.7327
242.127 -35.7219
242.084 -35.7123
242.032 -35.6584
241.989 -35.6488
241.954 -35.6388
241.893 -35.5853
241.892 -35.5631
241.866 -35.5417
241.823 -35.5432
241.779 -35.5002
241.779 -35.4779
241.743 -35.4347
241.717 -35.4244
241.708 -35.3913
241.682 -35.3922
241.681 -35.37
241.647 -35.3712
241.638 -35.3381
241.645 -35.3045
241.652 -35.2597
241.609 -35.25
241.555 -35.174
241.53 -35.1637
241.52 -35.1418
241.494 -35.1093
241.484 -35.0651
241.449 -35.0552
241.44 -35.0221
241.421 -34.9782
241.412 -34.9674
241.377 -34.9352
241.333 -34.8922
241.306 -34.8486
241.28 -34.8273
241.235 -34.7732
241.219 -34.7848
241.148 -34.7205
241.138 -34.6763
241.077 -34.6228
241.067 -34.5897
241.015 -34.5581
240.989 -34.5367
240.97 -34.4928
241.003 -34.4583
240.969 -34.4484
240.959 -34.4042
240.932 -34.3717
240.921 -34.2831
240.87 -34.2848
240.842 -34.2079
240.779 -34.1099
240.768 -34.0546
240.767 -34.0212
240.758 -33.9993
240.706 -33.9677
240.671 -33.9355
240.626 -33.8702
240.564 -33.8167
240.536 -33.7286
240.492 -33.6856
240.466 -33.6754
240.413 -33.6326
240.335 -33.5797
240.282 -33.5258
240.247 -33.4936
240.228 -33.4386
240.184 -33.3845
240.131 -33.3418
240.061 -33.2774
239.956 -33.1808
239.903 -33.1381
239.85 -33.0843
239.78 -33.031
239.72 -33.0108
239.694 -32.9783
239.64 -32.9134
239.605 -32.8812
239.587 -32.8484
239.526 -32.806
239.458 -32.7972
239.415 -32.7764
239.379 -32.7331
239.242 -32.7044
239.173 -32.6622
239.104 -32.6534
239.044 -32.6332
239.018 -32.6119
239.008 -32.5899
238.957 -32.5917
238.889 -32.5718
238.854 -32.5618
238.803 -32.5413
238.785 -32.5307
238.673 -32.4789
238.551 -32.394
238.455 -32.3194
238.358 -32.2336
238.245 -32.1373
238.201 -32.1165
238.158 -32.0958
238.132 -32.0744
238.123 -32.0524
238.122 -32.0191
238.07 -32.0097
238.036 -31.9886
238.018 -31.9781
237.993 -31.979
237.973 -31.9128
237.939 -31.8917
237.929 -31.8587
237.85 -31.7835
237.815 -31.7401
237.795 -31.674
237.758 -31.5862
237.699 -31.5993
237.663 -31.5227
237.618 -31.4574
237.599 -31.4135
237.59 -31.3804
237.588 -31.3249
237.552 -31.2815
237.569 -31.2587
237.559 -31.2257
237.533 -31.2265
237.482 -31.206
237.404 -31.1753
237.327 -31.1667
237.293 -31.1568
237.224 -31.1368
237.147 -31.1172
237.087 -31.097
237.035 -31.0653
236.965 -31.0232
236.921 -30.969
236.869 -30.9263
236.824 -30.8721
236.824 -30.861
236.754 -30.7966
236.711 -30.7869
236.685 -30.7655
236.658 -30.733
236.64 -30.7003
236.58 -30.6912
236.519 -30.6487
236.461 -30.6841
236.368 -30.6983
236.274 -30.7015
236.198 -30.7152
236.122 -30.7178
236.054 -30.709
235.799 -30.7176
235.687 -30.6879
235.602 -30.6797
235.542 -30.6706
235.465 -30.662
235.414 -30.6415
235.336 -30.6107
235.242 -30.5805
235.199 -30.5708
235.112 -30.507
235.061 -30.5087
234.956 -30.4231
234.844 -30.3824
234.774 -30.3291
234.74 -30.3191
234.654 -30.2886
234.593 -30.2461
234.558 -30.2139
234.497 -30.1714
234.435 -30.0956
234.408 -30.0631
234.423 -30.0069
234.369 -29.9197
234.36 -29.8977
234.307 -29.8216
234.314 -29.7769
234.263 -29.7786
234.253 -29.7566
234.211 -29.7469
234.167 -29.7039
234.132 -29.6717
234.13 -29.6161
234.087 -29.6064
234.06 -29.5627
234.025 -29.5305
233.999 -29.5314
233.972 -29.4878
233.937 -29.4444
233.902 -29.4122
233.884 -29.3794
233.849 -29.3472
233.815 -29.3483
233.773 -29.3609
233.68 -29.3751
233.578 -29.3785
233.544 -29.4019
233.468 -29.4044
233.324 -29.4093
233.077 -29.3952
232.999 -29.3422
232.997 -29.3088
232.936 -29.2663
232.902 -29.2452
232.842 -29.2361
232.799 -29.2153
232.756 -29.2056
232.705 -29.1962
232.652 -29.1534
232.591 -29.0998
232.555 -29.0453
232.545 -29.0011
232.544 -28.9789
232.569 -28.9447
232.508 -28.9022
232.415 -28.9053
232.321 -28.9195
232.245 -28.922
232.194 -28.9126
232.109 -28.9043
232.032 -28.8957
231.972 -28.8755
231.895 -28.8669
231.8 -28.8366
231.697 -28.8067
231.585 -28.7658
231.423 -28.7378
231.337 -28.6962
231.285 -28.6867
231.268 -28.6651
231.191 -28.6565
231.139 -28.6248
231.061 -28.5828
230.982 -28.5075
230.922 -28.4873
230.878 -28.4442
230.826 -28.4237
230.731 -28.3712
230.541 -28.2772
230.446 -28.2247
230.436 -28.1917
230.325 -28.1731
230.231 -28.1428
230.127 -28.0905
230.083 -28.0586
230.091 -28.0361
229.994 -27.9168
229.992 -27.8724
229.949 -27.8404
229.922 -27.7968
229.888 -27.7979
229.851 -27.7212
229.842 -27.6881
229.849 -27.6545
229.858 -27.6542
229.883 -27.6422
229.881 -27.5978
229.822 -27.5886
229.829 -27.555
229.82 -27.533
229.777 -27.5344
229.752 -27.5352
229.7 -27.5147
229.682 -27.4819
229.631 -27.4724
229.516 -27.3315
229.488 -27.2657
229.444 -27.2226
229.383 -27.1689
229.365 -27.1361
229.397 -27.0794
229.395 -27.0238
229.361 -27.0138
229.334 -26.9813
229.317 -26.9596
229.307 -26.9154
229.272 -26.9054
229.28 -26.8829
229.279 -26.8496
229.253 -26.8504
229.252 -26.8059
229.226 -26.7845
229.234 -26.762
229.257 -26.7056
229.231 -26.6842
229.214 -26.6736
229.212 -26.6292
229.195 -26.6186
229.17 -26.6417
229.111 -26.6436
229.076 -26.6114
229.066 -26.5783
229.023 -26.5686
229.007 -26.5802
228.979 -26.5255
228.954 -26.5152
228.927 -26.4827
228.867 -26.4513
228.823 -26.4082
228.796 -26.3868
228.754 -26.3771
228.736 -26.3554
228.718 -26.3337
228.684 -26.3237
228.607 -26.304
228.563 -26.272
228.478 -26.2525
228.426 -26.2208
228.305 -26.158
228.218 -26.1163
228.2 -26.0835
228.166 -26.0624
228.08 -26.0429
228.037 -26.0332
227.968 -26.002
227.933 -25.9476
227.907 -25.9373
227.906 -25.9039
227.828 -25.8619
227.768 -25.8528
227.734 -25.8427
227.69 -25.8108
227.646 -25.7677
227.637 -25.7346
227.618 -25.6907
227.601 -25.6801
227.576 -25.6809
227.541 -25.6487
227.488 -25.6059
227.437 -25.6075
227.411 -25.5861
227.326 -25.5667
227.265 -25.5241
227.238 -25.4916
227.177 -25.4379
227.124 -25.384
227.038 -25.3312
226.986 -25.2995
226.934 -25.2678
226.899 -25.2355
226.931 -25.1899
226.905 -25.1796
226.864 -25.2144
226.829 -25.1821
226.786 -25.1613
226.751 -25.1513
226.708 -25.1304
226.674 -25.1092
226.629 -25.055
226.594 -25.0117
226.541 -24.9577
226.489 -24.9149
226.479 -24.8818
226.462 -24.8601
226.436 -24.861
226.375 -24.8073
226.306 -24.765
226.245 -24.7114
226.139 -24.6035
226.087 -24.5718
226.051 -24.5173
226.024 -24.4514
226.003 -24.3296
225.982 -24.219
225.972 -24.1748
225.971 -24.1192
226.012 -24.0845
226.01 -24.0289
226.001 -23.9958
225.974 -23.9744
225.922 -23.9316
225.86 -23.8668
225.825 -23.8123
225.806 -23.7684
225.745 -23.7036
225.717 -23.6266
225.688 -23.5162
225.737 -23.4479
225.744 -23.4031
225.75 -23.3361
225.757 -23.3025
225.791 -23.2903
225.825 -23.2892
225.824 -23.2558
225.73 -23.2477
225.679 -23.2383
225.594 -23.2299
225.534 -23.2096
225.482 -23.189
224.712 -23.0023
222.746 -21.0175
222.684 -20.9416
222.64 -20.8873
222.535 -20.7905
222.472 -20.659
222.419 -20.605
222.323 -20.519
222.304 -20.4417
222.276 -20.3647
222.213 -20.2666
222.185 -20.1784
222.147 -20.0572
222.108 -19.9138
222.089 -19.8476
222.067 -19.6925
222.074 -19.6366
222.103 -19.4688
222.125 -19.3679
222.157 -19.3001
222.23 -19.1976
222.321 -19.1168
222.395 -19.0477
222.419 -19.0135
222.459 -18.9343
222.535 -18.9319
222.56 -18.9089
222.549 -18.8313
222.574 -18.7972
222.589 -18.7521
222.588 -18.7077
222.628 -18.6507
222.644 -18.6057
222.66 -18.5829
222.718 -18.5366
222.682 -18.4821
222.671 -18.3934
222.676 -18.2819
222.632 -18.2388
222.612 -18.1504
222.603 -18.1173
222.591 -18.0064
222.631 -17.9384
222.665 -17.9262
222.655 -17.882
222.629 -17.8717
222.611 -17.8277
222.592 -17.7838
222.58 -17.6618
222.579 -17.6284
222.6 -17.4942
222.638 -17.3594
222.694 -17.2353
222.75 -17.1333
222.798 -17.0538
222.889 -16.9842
222.888 -16.9397
222.919 -16.8719
222.927 -16.8272
222.943 -16.8155
222.941 -16.7599
222.888 -16.6726
222.792 -16.5978
222.74 -16.5549
222.687 -16.5009
222.626 -16.4361
222.556 -16.3938
222.521 -16.3615
222.452 -16.3081
222.372 -16.2105
222.295 -16.1685
222.242 -16.1145
222.155 -16.0394
222.059 -15.9645
221.989 -15.8777
221.92 -15.8576
221.859 -15.7928
221.789 -15.7505
221.727 -15.6523
221.682 -15.587
221.672 -15.5205
221.602 -15.456
221.575 -15.4012
221.514 -15.3586
221.452 -15.2827
221.4 -15.251
221.364 -15.1853
221.346 -15.1525
221.32 -15.1311
221.259 -15.0885
221.208 -15.0679
221.155 -15.0139
221.111 -14.9485
221.117 -14.8704
221.107 -14.8262
221.097 -14.782
221.045 -14.7503
221.035 -14.695
220.992 -14.663
220.931 -14.6315
220.896 -14.5881
220.852 -14.5561
220.8 -14.5021
220.745 -14.3703
220.692 -14.3163
220.63 -14.2293
220.551 -14.1316
220.506 -14.044
220.417 -13.9133
220.354 -13.8262
220.352 -13.7484
220.317 -13.705
220.271 -13.6063
220.225 -13.4853
220.221 -13.363
220.191 -13.2082
220.18 -13.1417
220.153 -13.0758
220.15 -12.998
220.13 -12.8985
220.127 -12.7984
220.133 -12.7092
220.137 -12.5867
220.151 -12.475
220.206 -12.3508
220.254 -12.2491
220.303 -12.2031
220.361 -12.1678
220.394 -12.1112
220.426 -12.0768
220.494 -12.0635
220.57 -12.0722
220.613 -12.0709
220.649 -12.1365
220.691 -12.1351
220.718 -12.1677
220.768 -12.1661
220.766 -12.0994
220.806 -12.0091
220.813 -11.9644
220.838 -11.9525
220.837 -11.9302
220.836 -11.8969
220.802 -11.8868
220.749 -11.8328
220.724 -11.8225
220.69 -11.8458
220.616 -11.9038
220.515 -11.9293
220.422 -11.9433
220.37 -11.8894
220.268 -11.9037
220.125 -11.9194
219.988 -11.9014
219.853 -11.8945
219.759 -11.8753
219.656 -11.8562
219.605 -11.8356
219.451 -11.7848
219.373 -11.7427
219.296 -11.7118
219.261 -11.6795
219.218 -11.6586
219.192 -11.6372
219.156 -11.5826
219.138 -11.5498
219.137 -11.5276
219.154 -11.5159
219.17 -11.4709
219.144 -11.4606
219.136 -11.4831
219.102 -11.4842
219.033 -11.453
218.973 -11.4326
218.911 -11.3455
218.859 -11.2915
218.789 -11.238
218.737 -11.184
218.637 -11.2317
218.478 -11.3146
218.394 -11.3395
218.311 -11.3977
218.262 -11.4438
218.17 -11.4911
218.035 -11.5065
217.984 -11.497
217.913 -11.399
217.806 -11.2355
217.782 -11.2696
217.853 -11.3787
217.88 -11.4223
217.908 -11.5105
217.909 -11.5438
217.827 -11.6465
217.712 -11.7614
217.629 -11.7974
217.57 -11.8104
217.493 -11.7905
217.407 -11.7598
217.414 -11.704
217.378 -11.6605
217.293 -11.6409
217.284 -11.6079
217.231 -11.5427
216.958 -11.4845
216.941 -11.5072
216.959 -11.5178
216.961 -11.5845
216.802 -11.6451
216.743 -11.6803
216.667 -11.6938
216.616 -11.6843
216.531 -11.6647
216.437 -11.6453
216.362 -11.414
216.268 -11.1275
216.227 -11.1511
216.33 -11.4817
216.369 -11.6252
216.092 -11.7117
216.093 -11.745
216.067 -11.7458
216.024 -11.736
215.972 -11.682
215.92 -11.6391
215.843 -11.6303
215.766 -11.6105
215.724 -11.6118
215.641 -11.6589
215.652 -11.7475
215.551 -11.784
215.475 -11.7753
215.431 -11.7432
215.38 -11.7226
215.337 -11.7127
215.312 -11.7247
215.214 -11.8278
215.069 -11.8212
215.001 -11.801
214.905 -11.715
214.764 -11.8306
214.742 -11.9203
214.759 -11.942
214.775 -12.1641
214.817 -12.1739
214.821 -12.3073
214.805 -12.3301
214.86 -12.4619
214.923 -12.5824
214.869 -12.7399
214.806 -12.9198
214.65 -13.0805
214.591 -13.0711
214.538 -13.0282
214.544 -12.939
214.658 -12.7686
214.738 -12.6437
214.658 -12.5238
214.604 -12.403
214.497 -12.2394
214.453 -12.1851
214.307 -12.1228
214.195 -12.0484
214.085 -12.074
213.978 -12.1775
213.913 -12.2574
213.812 -12.2827
213.769 -12.284
213.623 -12.2217
213.505 -12.2254
213.407 -12.3396
213.274 -12.4439
213.139 -12.448
213.045 -12.4397
212.893 -12.4666
212.823 -12.3797
212.838 -12.3347
212.844 -12.2455
212.86 -12.2006
212.893 -12.1884
212.992 -12.0853
213.169 -12.0576
213.364 -12.0405
213.429 -11.9717
213.487 -11.9143
213.546 -11.9125
213.555 -11.9345
213.666 -11.9533
213.674 -11.9308
213.828 -11.9818
214.01 -11.8204
214.094 -11.8067
214.229 -11.8025
214.264 -11.8126
214.35 -11.8656
214.418 -11.8746
214.486 -11.8836
214.595 -11.8358
214.67 -11.789
214.81 -11.6734
214.766 -11.5968
214.819 -11.406
214.834 -11.3499
214.867 -11.3266
214.858 -11.3047
214.858 -11.2824
214.875 -11.2819
214.873 -11.2263
214.898 -11.2144
214.889 -11.2035
214.911 -11.1027
215.035 -10.9987
215.149 -10.8506
215.189 -10.7492
215.23 -10.7145
215.331 -10.7003
215.373 -10.6656
215.399 -10.6871
215.432 -10.6749
215.389 -10.654
215.439 -10.6079
215.472 -10.6069
215.504 -10.5169
215.521 -10.5164
215.546 -10.5045
215.519 -10.4719
215.543 -10.4155
215.586 -10.4365
215.602 -10.4137
215.559 -10.3928
215.583 -10.3475
215.598 -10.2692
215.623 -10.2684
215.622 -10.2462
215.597 -10.2469
215.604 -10.2133
215.587 -10.2027
215.568 -10.1254
215.582 -10.0471
215.633 -10.0566
215.647 -9.94494
215.613 -9.94598
215.595 -9.90204
215.527 -9.90413
215.541 -9.81467
215.548 -9.75882
215.505 -9.7379
215.472 -9.76118
215.415 -9.85195
215.4 -9.90806
215.368 -9.97581
215.344 -10.0099
215.318 -10.0107
215.284 -10.0007
215.241 -9.97973
215.231 -9.92441
215.228 -9.81323
215.278 -9.80055
215.286 -9.77805
215.284 -9.73358
215.266 -9.70075
215.306 -9.6105
215.289 -9.59991
215.247 -9.62345
215.232 -9.67956
215.216 -9.70232
215.199 -9.70284
215.198 -9.66949
215.223 -9.65759
215.221 -9.602
215.204 -9.60252
215.197 -9.64726
215.178 -9.56996
215.161 -9.57048
215.152 -9.54851
215.101 -9.56119
215.086 -9.60618
215.077 -9.61756
215.059 -9.57361
215.026 -9.58578
215.043 -9.60749
215.003 -9.66438
214.969 -9.67654
214.96 -9.65457
214.976 -9.6207
214.974 -9.56511
214.949 -9.56589
214.942 -9.63286
214.907 -9.58943
214.875 -9.64606
214.84 -9.61375
214.856 -9.57988
214.847 -9.55791
214.88 -9.53463
214.879 -9.50128
214.862 -9.49068
214.812 -9.5256
214.811 -9.48113
214.76 -9.49381
214.727 -9.52821
214.702 -9.51787
214.692 -9.47366
214.73 -9.35007
214.721 -9.32809
214.636 -9.31958
214.579 -9.377
214.553 -9.37778
214.535 -9.33383
214.492 -9.3129
214.533 -9.26712
214.54 -9.22239
214.521 -9.16733
214.487 -9.14614
214.468 -9.07995
214.383 -9.08256
214.357 -9.0611
214.306 -9.04043
214.312 -8.98458
214.278 -8.97451
214.276 -8.89669
214.238 -8.76432
214.192 -8.65445
214.189 -8.55439
214.17 -8.49932
214.169 -8.45485
214.21 -8.39797
214.234 -8.35272
214.241 -8.30799
214.24 -8.29687
214.162 -8.22139
214.092 -8.16788
213.991 -8.18212
213.896 -8.12939
213.878 -8.07433
213.833 -7.98669
213.823 -7.94248
213.795 -7.87655
213.777 -7.8326
213.759 -7.78865
213.697 -7.70153
213.67 -7.66896
213.669 -7.61337
213.642 -7.5808
213.624 -7.52573
213.597 -7.50427
213.563 -7.49419
213.512 -7.4624
213.467 -7.40811
213.415 -7.36519
213.305 -7.36856
213.204 -7.37167
213.171 -7.39494
213.155 -7.42881
213.165 -7.48414
213.191 -7.51671
213.227 -7.57127
213.219 -7.59376
213.212 -7.6496
213.188 -7.69485
213.156 -7.76259
213.098 -7.78664
213.006 -7.84507
212.914 -7.87015
212.847 -7.90557
212.78 -7.92987
212.688 -7.94383
212.586 -7.95805
212.519 -7.97123
212.451 -7.9733
212.409 -7.96347
212.374 -7.95339
212.355 -7.87608
212.336 -7.80989
212.31 -7.78843
212.217 -7.78015
212.167 -7.81505
212.159 -7.83754
212.143 -7.86029
212.067 -7.87373
211.949 -7.88845
211.856 -7.9024
211.822 -7.90343
211.754 -7.88325
211.677 -7.87445
211.6 -7.85453
211.574 -7.82194
211.573 -7.79971
211.523 -7.80125
211.472 -7.81391
211.371 -7.82811
211.295 -7.83042
211.193 -7.82238
211.065 -7.79287
210.971 -7.76234
210.817 -7.72248
210.741 -7.74702
210.657 -7.74958
210.581 -7.763
210.505 -7.7653
210.42 -7.75674
210.368 -7.72492
210.165 -7.74217
209.962 -7.74829
209.666 -7.76833
209.377 -7.74363
209.29 -7.66835
209.239 -7.65876
209.146 -7.66155
209.06 -7.59739
209.008 -7.58779
208.906 -7.55749
208.787 -7.5388
208.65 -7.50951
208.473 -7.51483
208.253 -7.52141
208.083 -7.51535
207.994 -7.36223
207.949 -7.28567
207.881 -7.27657
207.823 -7.31169
207.747 -7.31396
207.728 -7.25888
207.726 -7.19217
207.733 -7.15857
207.724 -7.12547
207.69 -7.11536
207.674 -7.14922
207.675 -7.19369
207.659 -7.20531
207.618 -7.26216
207.594 -7.29627
207.577 -7.31901
207.56 -7.31951
207.476 -7.33315
207.391 -7.32455
207.306 -7.30484
207.204 -7.30786
207.085 -7.28914
207.034 -7.29065
206.957 -7.25956
206.913 -7.19411
206.92 -7.16051
206.895 -7.15015
206.862 -7.1845
206.701 -7.17816
206.59 -7.14807
206.538 -7.13846
206.418 -7.08638
206.197 -7.05954
206.153 -7.00521
206.111 -7.00646
206.036 -7.04206
205.977 -7.05493
205.841 -7.04782
205.688 -7.00785
205.578 -7.01109
205.467 -7.01434
205.322 -6.97411
205.228 -6.9435
205.151 -6.92351
205.074 -6.8924
205.039 -6.84892
204.911 -6.79707
204.807 -6.73335
204.729 -6.65776
204.626 -6.63851
204.423 -6.62224
204.371 -6.61261
204.302 -6.55901
204.243 -6.56074
204.191 -6.52888
204.096 -6.4649
204.045 -6.44415
204.01 -6.42291
203.948 -6.32459
203.879 -6.27098
203.774 -6.17389
203.584 -6.0348
203.514 -5.97008
203.405 -5.98441
203.303 -5.97625
203.149 -5.94734
202.959 -5.80824
202.889 -5.73239
202.768 -5.65801
202.691 -5.61576
202.665 -5.6165
202.63 -5.55078
202.562 -5.55275
202.535 -5.50901
202.493 -5.49913
202.433 -5.46749
202.373 -5.4581
202.313 -5.43758
202.253 -5.40595
202.191 -5.32985
202.13 -5.26486
202.069 -5.21099
201.991 -5.13537
201.871 -5.08322
201.759 -5.00858
201.681 -4.96632
201.629 -4.9122
201.593 -4.83536
201.541 -4.79236
201.513 -4.70415
201.509 -4.58185
201.541 -4.51417
201.54 -4.45858
201.589 -4.42376
201.632 -4.42254
201.691 -4.42082
201.725 -4.43096
201.759 -4.41886
201.774 -4.3739
201.799 -4.33981
201.764 -4.31856
201.762 -4.26297
201.719 -4.21973
201.651 -4.21057
201.634 -4.22218
201.609 -4.22291
201.6 -4.20092
201.557 -4.17991
201.514 -4.1589
201.454 -4.14949
201.429 -4.16134
201.422 -4.19494
201.416 -4.28413
201.408 -4.29549
201.374 -4.28535
201.338 -4.23074
201.363 -4.19665
201.361 -4.12995
201.291 -4.07632
201.258 -4.0773
201.241 -4.10002
201.268 -4.14376
201.252 -4.18872
201.184 -4.15732
201.183 -4.12397
201.149 -4.13606
201.167 -4.16892
201.177 -4.20203
201.144 -4.24748
201.103 -4.28205
201.024 -4.20643
201.056 -4.12763
201.063 -4.08292
201.062 -4.03845
201.052 -3.9831
201.009 -3.96209
200.933 -3.96428
200.924 -3.97565
200.926 -4.03123
200.885 -4.07692
200.852 -4.08902
200.826 -4.10087
200.784 -4.09097
200.783 -4.05762
200.816 -4.03441
200.763 -3.96916
200.739 -3.99213
200.749 -4.04747
200.732 -4.0702
200.698 -4.06005
200.706 -4.03758
200.672 -4.03855
200.622 -4.06225
200.546 -4.05332
200.503 -4.03231
200.485 -3.98832
200.442 -3.97842
200.406 -3.92381
200.372 -3.91366
